GeneID	controlL_rep2	PE60L_rep2	PE60L_rep1	PE200L_rep2	PE600L_rep2	PE600L_rep3	PE60L_rep3	PE200L_rep3	controlL_rep3	PE200L_rep1	PE600L_rep1	controlL_rep1
CQUJHB004841	0	0	2	0	3	1	0	1	0	3	0	0
CQUJHB000369	59	10	127	61	49	29	28	52	22	185	139	87
CQUJHB002629	39	21	53	29	31	21	22	18	10	58	37	74
CQUJHB014805	125	44	154	67	75	61	34	58	94	234	161	220
CQUJHB007264	251	115	406	92	148	99	82	169	183	550	407	240
CQUJHB003951	528	169	595	124	287	110	290	414	207	500	488	1016
CQUJHB009999	1	1	3	2	2	3	3	1	5	19	2	2
CQUJHB000239	311	102	377	113	124	108	82	121	86	575	315	446
CQUJHB012780	247	74	351	81	90	81	71	132	104	375	234	343
CQUJHB005918	281	110	323	115	153	132	142	186	171	423	246	467
CQUJHB012645	81	24	155	30	51	42	32	60	55	176	181	165
CQUJHB003042	142	19	179	50	38	47	35	66	55	180	129	118
CQUJHB002655	344	197	297	331	133	239	127	486	103	263	144	272
CQUJHB001515	298	167	473	235	171	194	165	262	123	590	465	384
CQUJHB015647	246	73	412	115	121	63	92	133	135	367	290	461
CQUJHB000663	18	0	4	0	0	0	1	3	0	18	4	4
CQUJHB016191	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008938	385	7	237	20	11	31	43	13	19	612	138	126
CQUJHB015178	2442	921	2578	1337	1274	1225	745	1473	685	2099	1681	2282
CQUJHB008306	813	391	1377	425	661	341	392	552	501	1646	1303	1391
CQUJHB001305	767	651	1161	444	595	536	524	1038	612	1620	1197	1268
CQUJHB012569	811	205	738	275	290	460	277	384	155	1110	727	599
CQUJHB013598	333	100	485	144	186	151	214	183	135	570	339	524
CQUJHB012445	0	0	0	0	1	0	0	0	0	2	0	0
CQUJHB003376	1221	126	1297	292	220	208	270	301	116	1857	1035	596
CQUJHB014567	180	9	127	21	10	19	38	26	6	184	81	70
CQUJHB017463	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006138	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017416	8	0	8	0	1	7	2	0	0	8	4	0
CQUJHB006471	1	0	3	0	0	0	0	1	0	0	0	4
CQUJHB004065	514	24	343	46	44	64	116	37	50	660	175	228
CQUJHB012071	21	22	65	18	19	23	11	20	0	49	43	66
CQUJHB006348	60	71	45	25	66	10	91	53	71	34	100	227
CQUJHB015063	2651	1761	4751	2845	1456	2069	1945	3595	1020	4190	3735	3616
CQUJHB009567	131	8	136	10	8	15	30	3	23	119	43	151
CQUJHB015150	159	135	231	93	146	59	112	132	138	282	265	347
CQUJHB015868	572	423	768	448	288	459	420	541	172	806	538	629
CQUJHB014277	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011721	3243	1421	5444	1798	1778	1745	1835	2792	1348	6099	4796	4852
CQUJHB015484	211	31	141	55	66	92	35	96	39	269	139	182
CQUJHB017639	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012694	689	272	954	480	213	1001	421	650	248	1088	579	824
CQUJHB000767	1	1	0	0	0	0	0	0	1	0	0	1
CQUJHB015372	0	0	0	0	1	0	0	0	0	0	1	0
CQUJHB014695	29	53	67	22	16	47	14	17	41	58	27	33
CQUJHB005188	331	187	484	233	168	614	218	314	205	603	346	372
CQUJHB010957	503	166	780	255	223	324	226	277	169	946	465	432
CQUJHB011238	2042	760	2409	1028	688	1190	829	1484	515	2933	1761	1797
CQUJHB010554	1	3	0	3	0	1	3	4	0	2	1	1
CQUJHB000802	2625	2660	1773	2879	1628	2672	1698	4170	1077	2560	1511	2530
CQUJHB000402	4	1	60	3	7	7	10	19	0	31	28	26
CQUJHB012729	3	0	13	4	2	1	1	1	0	2	7	23
CQUJHB004893	28	0	22	4	4	0	11	1	0	40	7	14
CQUJHB011974	4	4	16	4	5	1	0	5	0	5	5	29
CQUJHB006494	9615	1737	9242	3554	3460	2509	2719	3745	1827	11854	8213	7885
CQUJHB002090	2814	870	2679	582	717	1073	567	2779	357	8226	5062	992
CQUJHB018306	28	2	30	1	6	1	87	7	2	27	10	41
CQUJHB001376	41	26	70	38	26	23	28	39	55	65	67	67
CQUJHB013799	70	51	150	34	46	30	47	95	53	141	120	80
CQUJHB001233	1191	525	2506	715	747	714	895	746	654	1869	1323	1799
CQUJHB007977	2	0	1	0	0	0	0	0	6	1	0	3
CQUJHB005948	0	0	0	0	0	0	0	2	0	0	0	0
CQUJHB003859	323	68	530	91	88	113	166	138	116	575	338	306
CQUJHB005115	170	73	634	120	158	97	96	144	105	520	413	367
CQUJHB000728	1396	670	1954	1366	681	1269	970	783	566	1797	1339	1950
CQUJHB018070	2217	823	2144	1196	672	1677	1054	1244	414	5818	2305	1326
CQUJHB008264	356	316	535	453	392	204	278	431	362	578	410	646
CQUJHB012862	3758	1952	3293	2756	2157	1979	1650	2578	1734	4237	2893	4830
CQUJHB016416	391	203	542	251	310	229	259	379	227	663	516	409
CQUJHB014847	23	3	6	22	5	1	1	33	7	7	8	21
CQUJHB000954	169	150	131	117	168	57	65	58	89	157	121	282
CQUJHB000829	1780	341	1144	506	421	255	160	114	113	2077	1535	1023
CQUJHB005027	1453	30	402	114	50	63	34	53	0	1071	594	154
CQUJHB005061	180	262	136	389	83	89	73	209	106	79	225	415
CQUJHB011355	0	1	3	10	2	6	3	2	0	2	2	0
CQUJHB011158	9	3	3	1	0	12	1	2	0	18	1	5
CQUJHB004940	4	0	3	0	0	3	0	3	0	11	6	3
CQUJHB008189	1923	3854	1706	5135	2173	3735	1380	4553	750	1503	305	2766
CQUJHB009115	1731	3631	2512	5768	2070	3998	1643	5490	1133	206	218	1690
CQUJHB003442	2260	10186	2347	9014	4359	6682	2828	6862	2644	76	755	4920
CQUJHB005895	262	1171	1	324	989	181	421	1	436	0	472	1529
CQUJHB003363	4399	14009	13303	7917	2955	11616	3749	13223	5113	22	5579	34615
CQUJHB015207	12923	27855	6739	28140	17384	25878	10694	19516	9920	186	6321	49470
CQUJHB002420	192	507	81	1004	227	265	127	320	151	3	93	289
CQUJHB002108	483	736	613	1742	1183	1075	310	849	334	18	929	1544
CQUJHB013515	13211	34938	6027	34296	26062	18840	13030	12374	10353	204	4989	41973
CQUJHB000693	39626	79255	34541	76057	65057	74457	28363	63597	18774	2488	10114	90743
CQUJHB002460	2032	10	37	8	39	358	4	4	0	2333	121	0
CQUJHB003424	416	1155	353	2081	395	750	553	974	457	239	199	1180
CQUJHB014672	41	7	4	64	51	6	0	3	0	22	0	9
CQUJHB013239	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000838	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013989	1	0	1	0	0	0	0	1	0	0	0	3
CQUJHB013568	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006294	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016832	1082	86	1045	150	79	238	49	176	70	3217	1804	358
CQUJHB009145	540	162	825	217	261	134	185	221	313	880	674	722
CQUJHB014866	778	70	613	86	133	1698	439	1113	81	6	142	545
CQUJHB004800	3	0	0	0	0	0	0	2	0	2	2	0
CQUJHB013765	6	0	1	0	0	0	0	0	0	0	1	0
CQUJHB010174	57	0	54	0	2	1	0	0	0	403	55	2
CQUJHB006340	22	0	65	0	2	3	0	1	0	101	6	0
CQUJHB012136	9	0	170	0	0	1	0	0	0	49	72	0
CQUJHB000241	3	0	51	0	0	15	0	0	0	58	5	3
CQUJHB001389	6	0	18	0	0	16	0	52	0	4	3	0
CQUJHB013275	11819	2712	1526	3048	1850	12592	7223	23640	2038	49	2155	10501
CQUJHB000546	0	0	8	0	0	0	0	0	0	3	9	0
CQUJHB005342	4	0	27	0	1	0	1	7	0	31	30	12
CQUJHB010154	18	13	9	16	112	70	3	6	0	9	2	18
CQUJHB014417	1127	733	1492	1194	1140	496	620	1331	463	1453	1782	2233
CQUJHB015538	313	134	609	127	146	169	222	194	155	485	395	377
CQUJHB008205	678	192	576	307	295	244	335	551	82	1023	1315	729
CQUJHB007802	82	3	81	17	18	40	28	13	32	116	73	52
CQUJHB001856	1	0	1	0	0	2	0	0	0	4	1	0
CQUJHB013843	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003420	575	798	734	761	310	885	766	2059	148	75	139	837
CQUJHB012676	5680	1351	12039	1722	2894	1274	3768	1751	3963	15462	13132	8682
CQUJHB003904	0	0	0	0	0	0	0	0	0	0	1	0
CQUJHB014176	76	30	214	52	52	37	28	78	45	203	136	103
CQUJHB001003	83	17	233	41	23	36	27	32	48	184	178	126
CQUJHB000295	723	1	573	1	9	40	19	67	36	740	24	191
CQUJHB013563	291	77	598	174	159	117	110	150	138	495	440	590
CQUJHB006958	72	28	232	63	87	34	50	45	69	193	169	154
CQUJHB015668	250	123	446	159	185	131	156	162	141	491	419	336
CQUJHB004179	65	39	129	29	31	19	22	41	85	134	134	129
CQUJHB000223	87	35	146	21	51	45	31	90	25	143	124	172
CQUJHB003518	767	134	1035	114	268	482	155	588	164	1004	696	1181
CQUJHB013483	1167	560	1507	770	605	686	412	909	388	1182	608	2140
CQUJHB012004	1014	207	509	106	693	166	109	504	316	1341	1143	859
CQUJHB012844	1	0	0	0	0	0	0	0	0	2	0	0
CQUJHB001743	810	2407	838	3187	567	1198	1275	1941	192	379	322	1692
CQUJHB001434	1	4	0	0	1	0	0	1	7	0	1	10
CQUJHB012988	0	0	0	0	0	0	0	1	0	0	1	0
CQUJHB003190	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011767	55	0	49	3	2	10	27	1	18	58	13	3
CQUJHB008770	0	0	0	0	0	0	0	0	0	1	0	0
CQUJHB004129	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012117	0	0	6	0	0	0	0	0	0	3	0	0
CQUJHB010156	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006316	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005317	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005653	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008082	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015795	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013210	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013231	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000326	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB009220	51	22	11	76	208	11	85	11	11	14	29	33
CQUJHB006824	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017927	6	13	7	10	25	6	94	6	2	7	10	14
CQUJHB009379	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012999	2	2	0	8	2	0	7	1	0	0	0	2
CQUJHB016057	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002663	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016657	3	2	5	1	14	1	23	0	0	3	1	2
CQUJHB002686	1270	466	1039	590	729	463	475	680	372	2176	1180	1479
CQUJHB009549	85	98	87	104	49	205	69	202	7	216	38	39
CQUJHB012567	105962	88154	79043	35627	63507	72822	129021	185781	64902	93945	79618	159169
CQUJHB003582	11892	4802	10947	2518	8269	4275	4240	10007	3348	34032	16008	11517
CQUJHB017837	14	3	9	6	3	1	1	2	0	302	41	8
CQUJHB002364	1629	577	2548	896	1453	749	413	1359	598	4512	2232	1725
CQUJHB014714	2037	344	5729	134	501	200	1168	1551	370	3634	2575	4151
CQUJHB002352	342	0	331	0	2	10	2	9	9	299	19	152
CQUJHB006271	2082	1355	4101	1374	2097	967	1602	1075	1980	4289	3529	3245
CQUJHB002408	5	0	5	0	0	0	2	3	0	44	19	4
CQUJHB009694	15	0	17	0	0	1	1	3	0	26	10	3
CQUJHB016185	6815	55	9040	37	112	3274	917	649	228	22504	9699	3077
CQUJHB015249	23	9	35	4	19	6	6	18	3	35	33	53
CQUJHB005239	41	16	102	3	12	11	39	20	0	69	45	66
CQUJHB011194	946	2581	771	16	384	166	1077	2085	1178	1564	1919	5372
CQUJHB017513	27	39	129	0	18	9	19	75	0	77	68	65
CQUJHB006699	277	89	440	59	98	99	175	170	145	577	309	305
CQUJHB000782	3226	578	4065	314	935	365	784	977	589	10613	5960	2426
CQUJHB008039	715	1015	1093	768	771	554	407	1242	821	1472	1170	1766
CQUJHB009251	1753	421	3187	704	515	1222	762	674	393	2403	1736	1689
CQUJHB015665	326	214	390	292	347	214	229	461	134	613	376	514
CQUJHB000545	333	157	721	232	102	299	184	267	89	474	330	433
CQUJHB010703	309	76	290	23	67	102	20	13	94	406	234	333
CQUJHB000827	1165	195	925	267	277	251	331	472	245	2372	953	654
CQUJHB002545	1023	925	1095	758	1229	534	756	849	828	1371	1380	2024
CQUJHB000807	0	0	0	1	0	0	0	0	0	1	2	0
CQUJHB000450	4819	1319	11969	1111	2696	1197	3597	2336	3148	11746	9952	7621
CQUJHB011848	1038	548	2075	977	877	778	497	911	611	1829	1727	1999
CQUJHB011957	0	1	3	0	0	1	2	0	0	8	1	0
CQUJHB012408	0	0	2	2	1	0	2	0	12	2	1	2
CQUJHB000209	8930	3056	8642	3543	3043	5809	3570	5200	1835	12455	6812	7069
CQUJHB007674	347	56	447	88	109	89	80	81	96	591	397	319
CQUJHB014756	1255	313	1752	374	363	740	498	728	130	2185	1180	1061
CQUJHB013244	178	91	389	150	95	80	64	62	88	366	213	285
CQUJHB008143	98	93	160	60	105	27	71	62	71	129	114	184
CQUJHB006580	910	653	1132	1081	723	651	313	1009	325	530	717	1254
CQUJHB011650	13	0	5	0	2	3	0	0	0	20	2	0
CQUJHB010303	110	28	27	51	39	69	11	84	0	3	7	47
CQUJHB014904	0	0	2	0	0	0	0	0	0	0	0	0
CQUJHB000611	61	8	254	0	81	114	68	67	13	703	244	232
CQUJHB011740	0	0	3	0	0	0	0	0	0	0	0	0
CQUJHB004169	4	1	7	2	0	0	1	1	0	2	5	0
CQUJHB013896	726	296	817	327	413	284	367	458	401	1036	668	921
CQUJHB007939	719	193	1547	214	298	197	534	342	253	1597	1232	947
CQUJHB011818	938	375	1483	444	459	505	1026	493	473	1930	1201	862
CQUJHB013207	0	0	0	0	0	0	1	0	0	0	0	0
CQUJHB002017	455	109	1546	177	131	128	200	146	431	810	936	892
CQUJHB011688	1170	435	1535	449	425	521	719	598	415	2557	1556	899
CQUJHB001052	205	0	224	0	1	13	8	13	0	223	2	34
CQUJHB017620	598	195	1060	390	249	493	379	504	197	980	586	588
CQUJHB016575	109	60	189	107	44	49	60	90	21	304	147	133
CQUJHB012872	0	0	5	0	0	0	1	2	0	5	0	0
CQUJHB000617	1	0	0	1	0	0	0	1	0	0	0	0
CQUJHB006690	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001637	183	11	359	55	59	57	74	60	47	414	175	128
CQUJHB015969	0	0	1	0	0	0	0	0	0	1	0	0
CQUJHB003052	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014439	1	0	1	4	0	2	2	0	0	1	0	0
CQUJHB008310	4	0	13	0	0	2	4	9	0	4	4	13
CQUJHB005393	56	2	84	1	9	9	175	7	0	61	27	38
CQUJHB002505	0	0	0	0	0	0	0	0	0	1	2	0
CQUJHB003763	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB004451	522	8	610	0	5	22	1009	16	4	397	15	153
CQUJHB005012	25	1	3	0	8	2	17	9	0	1	22	3
CQUJHB016367	41	18	47	28	39	28	17	62	20	30	31	72
CQUJHB016885	176	42	254	66	34	160	46	55	28	187	131	254
CQUJHB016228	95	13	251	63	40	31	43	53	64	247	153	177
CQUJHB005193	967	443	3106	1025	662	853	759	582	613	2574	2940	1297
CQUJHB005557	66250	50	328995	33	381	30035	2178	5196	278	341172	97875	71480
CQUJHB003968	3006	0	4407	2	1	323	22	53	0	8114	866	587
CQUJHB017999	43217	11	166478	51	86	7932	738	1955	13	180287	133412	22613
CQUJHB000215	53862	5	139259	6	22	13447	328	492	0	254720	184216	13530
CQUJHB006848	8306	5	16262	31	23	1148	45	203	0	35784	19934	1619
CQUJHB009696	11696	6	20841	19	10	1842	81	297	0	42683	24876	2475
CQUJHB018197	45225	8	59060	10	1	2817	30	29	1	133735	130577	1780
CQUJHB011117	84	0	91	0	11	9	8	8	53	70	86	340
CQUJHB004367	54	0	69	0	15	2	1	7	14	61	36	173
CQUJHB010945	49	1	21	2	6	5	18	2	2	44	29	17
CQUJHB003830	652	26	600	42	31	54	586	53	40	420	71	266
CQUJHB010496	12	0	19	0	0	8	4	5	11	8	0	0
CQUJHB006887	8	0	9	0	1	0	0	0	0	10	2	0
CQUJHB004243	0	0	0	0	0	0	0	0	0	0	1	0
CQUJHB005795	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015941	14	0	19	0	1	2	13	0	0	17	0	7
CQUJHB010829	28	23	38	10	10	3	3	1	15	36	32	10
CQUJHB015649	531475	219658	347314	187201	457764	137183	181552	377513	275332	208839	252391	933827
CQUJHB000216	202	3	145	19	26	33	21	36	23	353	132	109
CQUJHB017695	452874	239540	322315	197153	446509	97647	154401	285629	313779	155832	240768	850099
CQUJHB014826	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013918	0	1	0	0	0	0	0	0	0	0	0	0
CQUJHB020364	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020447	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020345	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020430	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003151	1052	517	1221	648	514	823	921	909	254	1272	938	1144
CQUJHB003720	1166	282	2510	326	429	277	656	376	483	2914	2243	1541
CQUJHB000278	1	0	0	0	0	0	3	0	10	1	0	0
CQUJHB017931	1076	340	2086	453	395	397	467	437	397	2035	1663	1395
CQUJHB018283	37	8	47	21	36	21	10	25	1	39	21	47
CQUJHB007879	910	177	402	103	800	148	230	344	216	860	949	530
CQUJHB014795	209	71	381	185	129	126	69	184	43	266	134	256
CQUJHB010377	577	434	842	555	260	716	448	589	225	827	677	608
CQUJHB006798	987	813	1425	2010	1557	634	434	927	846	1103	2130	2775
CQUJHB015611	4141	1569	5044	2034	2808	1880	1879	3906	1051	2712	3157	5875
CQUJHB011878	703	238	1028	347	426	178	86	352	254	972	713	408
CQUJHB009483	73	212	61	219	158	29	65	95	55	197	35	103
CQUJHB002163	0	0	2	0	0	0	1	0	0	3	0	0
CQUJHB006987	386	22	46	47	13	60	17	61	5	1162	323	8
CQUJHB008123	78	28	164	61	69	71	50	123	54	106	103	119
CQUJHB001587	746	3	252	8	10	36	16	31	14	1768	778	65
CQUJHB015340	1701	232	878	301	228	140	410	359	209	4945	2771	637
CQUJHB009278	200	135	341	214	167	174	156	318	104	297	251	410
CQUJHB002435	395	272	509	782	336	256	181	220	185	383	324	840
CQUJHB001899	568	77	971	55	118	82	268	177	94	1437	789	440
CQUJHB002930	80	0	52	0	2	11	2	17	7	85	0	29
CQUJHB007637	19	0	15	4	0	4	3	6	0	8	0	7
CQUJHB014640	2421	2008	2189	1891	1938	1447	1488	1767	1699	2730	2251	3402
CQUJHB008124	6	4	2	2	2	0	1	2	0	19	3	15
CQUJHB016925	5	3	9	15	1	13	1	12	7	37	0	10
CQUJHB017410	551	6	14	3	4	7	6	3	22	2584	118	47
CQUJHB017384	75	47	167	71	71	47	57	62	27	157	128	162
CQUJHB010873	0	0	1	2	0	0	0	0	0	0	0	0
CQUJHB013654	63	20	18	29	33	54	54	0	0	67	13	59
CQUJHB002547	1674	326	547	693	314	1438	499	974	262	6688	3510	550
CQUJHB018221	1755	1496	2471	1716	1395	1562	1050	3914	429	1781	1569	2340
CQUJHB007711	1	0	1	0	0	0	0	0	0	2	0	0
CQUJHB008117	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002135	3	12	14	2	0	9	0	0	2	15	22	15
CQUJHB005184	12	3	35	1	0	9	1	2	19	46	17	20
CQUJHB012959	0	0	0	0	0	0	0	2	1	2	0	0
CQUJHB002669	0	0	0	0	0	0	0	0	0	4	3	0
CQUJHB008049	3	0	0	1	0	0	1	2	0	0	1	0
CQUJHB013260	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012458	1945	2040	2710	1431	2112	965	1557	2310	1491	2876	3208	4013
CQUJHB010359	0	0	6	8	0	0	0	2	0	8	0	0
CQUJHB000271	3	1	26	6	1	5	7	25	0	18	19	0
CQUJHB007528	11	0	16	0	2	2	0	1	0	35	4	0
CQUJHB009547	1644	275	873	475	369	279	242	345	224	2252	750	946
CQUJHB015059	2337	23981	1897	26307	19108	17428	3537	12712	7657	1027	865	1835
CQUJHB015135	238	1807	1187	3295	646	1862	333	487	954	56	924	857
CQUJHB004904	5200	6162	3502	8094	6196	9700	4195	12700	3901	312	1469	5562
CQUJHB005311	2976	977	3645	1677	1168	2677	1363	1628	502	2983	1554	2822
CQUJHB016008	7	0	0	0	0	0	0	3	13	2	1	0
CQUJHB006926	569	218	1049	335	287	348	285	400	159	994	720	790
CQUJHB007684	1270	382	2295	349	368	379	700	586	491	2279	1573	1498
CQUJHB010676	4	0	5	0	1	3	0	2	0	2	4	0
CQUJHB008097	32	22	79	13	31	15	18	48	25	74	64	84
CQUJHB008869	1080	404	1160	425	489	670	415	944	258	1621	1032	941
CQUJHB001912	112	50	321	67	84	22	40	69	121	207	259	301
CQUJHB005216	747	512	306	626	451	1383	360	1052	54	530	63	555
CQUJHB018409	1521	669	1921	1007	805	842	998	906	519	1269	1336	2333
CQUJHB008827	133	15	122	10	27	42	42	6	26	167	26	84
CQUJHB012143	72	15	19	14	16	17	7	11	15	23	9	57
CQUJHB017504	830	565	1150	816	457	1168	461	802	287	993	718	1293
CQUJHB009659	2423	1926	3748	2374	1638	1878	1844	2300	1217	3168	2345	3515
CQUJHB013877	0	0	0	0	0	0	0	0	0	0	3	0
CQUJHB011222	69	64	69	50	47	26	46	52	6	86	9	26
CQUJHB003452	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001470	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015542	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015067	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015122	4209	2799	3777	3790	2019	1460	2218	4397	1284	4150	3987	5984
CQUJHB014212	1081	218	1196	240	310	432	543	506	247	1662	1025	943
CQUJHB002040	246	720	325	744	278	725	513	915	264	12	213	677
CQUJHB006777	6225	4892	8056	8134	3320	5247	3303	4329	2301	6589	3935	9980
CQUJHB010432	1	0	30	0	0	6	11	1	0	22	24	21
CQUJHB010599	1599	1094	2053	999	1141	1038	908	1745	797	2320	1503	2956
CQUJHB000397	1519	612	1859	395	494	1388	616	1028	376	1714	885	2166
CQUJHB016677	185	42	368	70	82	84	60	99	61	291	277	184
CQUJHB002765	77444	13784	74714	46346	61828	28985	17769	31716	22089	55780	62215	76136
CQUJHB013538	826	2242	796	4372	547	1137	1443	1811	308	666	824	1357
CQUJHB002282	85	0	184	0	6	19	17	8	27	155	97	115
CQUJHB003927	414	37	613	78	120	90	103	103	183	869	436	382
CQUJHB011887	1071	800	1002	987	571	482	314	856	279	1623	875	1252
CQUJHB015044	524	443	825	454	380	285	290	622	269	1007	712	888
CQUJHB003521	2008	675	3205	988	884	759	869	845	1036	3164	2224	3009
CQUJHB016206	425	194	1163	248	268	242	258	290	316	1056	857	745
CQUJHB001164	423	204	573	283	365	145	192	343	208	513	490	578
CQUJHB003775	116	36	211	68	57	77	55	93	31	233	146	148
CQUJHB010867	0	2	0	3	4	9	1	1	0	2	0	0
CQUJHB010708	0	5	3	0	0	0	0	3	0	1	2	2
CQUJHB017604	9430	16	508	22	44	183	75	44	7	24052	20043	73
CQUJHB007366	186	85	292	215	128	139	76	153	67	189	135	169
CQUJHB007391	34985	33975	52489	40014	35221	17493	23025	22648	14348	43701	14523	29491
CQUJHB006411	24	3	55	24	10	2	9	24	10	56	29	22
CQUJHB012021	94	171	121	309	106	62	85	65	74	80	97	164
CQUJHB018149	994	47	310	88	428	43	715	310	46	761	968	638
CQUJHB014651	218	75	399	42	174	27	65	69	197	615	482	314
CQUJHB003285	1	0	1	0	0	0	0	0	0	0	0	0
CQUJHB010565	5967	74	3242	91	2721	487	243	782	671	11405	6568	1931
CQUJHB010792	30	0	12	0	0	2	0	12	0	28	0	6
CQUJHB015159	1264	1243	1448	2150	854	2290	655	3277	211	848	254	1379
CQUJHB013718	2154	1383	3129	1439	1661	1127	1341	2580	1120	3177	2736	2891
CQUJHB009653	0	0	0	0	0	0	0	0	0	0	2	0
CQUJHB007009	284	123	330	121	128	90	105	216	83	710	521	165
CQUJHB005182	747	95	289	126	226	67	165	324	39	419	629	231
CQUJHB007424	9	0	23	24	0	0	0	1	0	3	2	17
CQUJHB008656	64	2	38	23	16	8	7	14	6	34	29	47
CQUJHB000701	197	28	134	95	111	40	26	50	52	169	117	138
CQUJHB000864	398	15	47	26	12	9	19	23	6	36	47	17
CQUJHB007154	2487	299	1967	215	560	747	352	1065	242	2834	2732	1407
CQUJHB020368	3	0	5	0	1	1	2	0	0	0	0	0
CQUJHB006290	3086	125	719	253	229	178	119	139	118	2769	1599	537
CQUJHB004805	1972	3090	2518	1554	2950	2238	2218	4061	2113	546	2403	3869
CQUJHB005391	3952	14836	5040	11731	11819	15783	9440	14625	9217	382	7586	9017
CQUJHB013735	28	20	216	41	34	27	107	17	2	59	30	85
CQUJHB000352	3	9	41	18	15	3	19	6	14	27	9	12
CQUJHB007619	2	0	3	0	0	0	0	0	0	0	0	0
CQUJHB015873	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011408	1	0	0	0	0	0	0	1	0	0	2	0
CQUJHB010451	10	1	15	7	22	5	3	5	0	3	5	38
CQUJHB005401	0	0	1	2	0	0	1	0	0	3	0	0
CQUJHB008016	54	9	210	5	15	119	19	325	0	55	153	61
CQUJHB014648	744	106	868	98	144	169	376	267	111	1688	800	501
CQUJHB008780	9535	4884	9181	7226	6266	3319	3226	3755	4106	11300	8814	12705
CQUJHB006948	143	80	378	130	126	68	94	221	89	290	218	255
CQUJHB007397	126	239	159	198	128	114	186	420	94	201	231	234
CQUJHB002060	2170	1660	2684	1302	1613	902	1394	1698	1112	5790	5438	2301
CQUJHB004009	139	612	226	1276	1163	160	82	147	338	213	253	622
CQUJHB004604	1754	1111	2934	1603	1540	1098	972	1533	970	3023	2016	3236
CQUJHB016305	1094	543	1491	515	857	566	652	1033	520	1949	1387	1456
CQUJHB000563	21	12	73	12	38	15	51	48	18	94	64	29
CQUJHB012284	2	1	3	0	7	3	1	4	0	9	4	8
CQUJHB014858	12	2	8	2	5	0	6	1	0	1	4	2
CQUJHB005810	11	0	20	0	5	0	0	7	0	23	10	24
CQUJHB016581	261	60	387	70	185	136	229	267	90	299	312	308
CQUJHB012804	942	614	1144	620	424	796	838	868	351	1273	721	835
CQUJHB001960	237	69	527	115	111	97	96	140	168	373	404	360
CQUJHB018418	376	3	509	24	33	73	419	84	34	486	151	417
CQUJHB011240	1596	320	1916	303	463	505	817	384	733	2909	1695	1686
CQUJHB015933	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004216	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012229	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005101	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002821	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002129	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001523	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015619	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017736	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002998	0	0	0	0	0	0	0	0	0	0	0	0
