GeneID	controlF_rep2	PE60F_rep2	PE60F_rep1	PE200F_rep2	PE600F_rep2	PE600F_rep3	PE60F_rep3	PE200F_rep3	controlF_rep3	PE200F_rep1	PE600F_rep1	controlF_rep1
CQUJHB000634	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013401	2748	1093	203	998	529	1499	493	237	154	410	2177	216
CQUJHB001480	942	429	694	848	749	618	978	471	286	718	729	602
CQUJHB005959	25	15	11	53	0	3	36	10	0	21	30	26
CQUJHB011940	463	167	305	272	289	280	387	305	179	313	256	270
CQUJHB013158	1023	891	712	2109	711	562	924	410	205	588	863	855
CQUJHB007483	11	9	10	5	7	11	0	2	7	4	25	34
CQUJHB016494	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB017326	0	0	0	4	0	0	0	1	0	0	0	0
CQUJHB011206	0	11	0	6	9	13	15	5	0	1	2	0
CQUJHB003827	2	0	0	4	0	0	0	0	0	1	0	2
CQUJHB004318	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010128	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007983	1765	1490	1019	1797	1569	708	1680	768	580	1284	800	1131
CQUJHB011874	7	0	0	0	0	0	3	0	0	0	0	0
CQUJHB013072	194	213	97	172	63	49	79	49	30	96	133	144
CQUJHB001436	6	13	0	5	0	0	7	2	0	0	8	1
CQUJHB017799	60	2	66	73	27	28	49	32	29	47	43	36
CQUJHB008977	0	0	0	0	0	0	0	0	0	0	0	1
CQUJHB007327	12	0	0	2	7	0	4	0	0	0	1	0
CQUJHB012757	2	0	0	0	0	0	0	0	1	0	0	0
CQUJHB005733	18	9	6	13	2	4	20	0	1	1	12	15
CQUJHB003328	7	5	0	8	0	22	0	0	0	2	9	6
CQUJHB003908	292	206	65	237	144	184	195	77	68	68	187	136
CQUJHB000644	108	97	62	112	90	98	52	39	55	82	115	131
CQUJHB010373	10	17	7	8	8	0	19	2	6	0	11	17
CQUJHB014311	2	0	0	0	0	0	0	0	0	3	0	1
CQUJHB009948	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007219	0	0	0	0	0	0	0	0	0	3	0	0
CQUJHB001314	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016627	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002258	20	0	0	0	0	0	15	0	3	12	7	1
CQUJHB006755	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013746	1047	375	71	415	131	430	419	114	135	257	560	122
CQUJHB003058	46	45	65	110	14	0	30	22	20	50	92	43
CQUJHB017144	105	91	27	71	27	34	57	16	43	30	75	33
CQUJHB016309	3055	6199	1774	2755	1872	868	2060	1043	1271	1220	2535	2268
CQUJHB015614	314	626	334	443	370	118	209	205	144	404	406	394
CQUJHB009037	28	362	115	54	26	26	35	11	4	95	15	26
CQUJHB012327	0	56	10	1	7	6	1	0	0	0	0	0
CQUJHB004035	24	8	61	28	4	24	53	3	2	33	3	0
CQUJHB011862	8	0	13	5	0	7	0	4	0	3	0	0
CQUJHB017247	187	476	147	313	152	190	230	76	38	306	194	283
CQUJHB001288	12	101	20	54	72	41	46	25	25	183	20	136
CQUJHB013895	53	27	17	53	62	24	49	25	14	67	21	13
CQUJHB001937	249	900	293	467	261	153	230	108	74	337	353	605
CQUJHB005732	0	0	6	2	0	0	0	4	0	0	8	0
CQUJHB015901	82	434	72	93	77	53	69	18	6	234	251	422
CQUJHB008651	433	554	165	319	280	244	325	56	126	255	708	433
CQUJHB005517	809	492	215	490	292	337	486	207	122	228	498	274
CQUJHB012318	160	152	85	121	64	75	112	43	69	87	239	184
CQUJHB007088	703	940	619	936	697	449	634	470	434	1077	577	766
CQUJHB016800	5	0	1	4	0	0	0	1	1	8	4	20
CQUJHB006090	3829	2566	4087	3494	3194	2406	4669	1859	1646	3189	2711	3075
CQUJHB014549	1	0	0	0	0	0	0	0	0	0	0	1
CQUJHB011231	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003822	1	0	0	1	0	0	0	0	0	0	1	0
CQUJHB017835	0	1	1	6	0	0	0	1	1	6	6	1
CQUJHB005397	0	0	0	3	0	0	0	0	0	1	6	6
CQUJHB006412	13	22	17	42	6	14	13	0	0	2	13	48
CQUJHB006501	48	34	10	50	11	11	18	7	10	23	74	48
CQUJHB016379	1	0	0	0	0	2	1	0	0	0	0	0
CQUJHB017283	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008610	0	0	0	3	0	0	0	0	0	1	0	0
CQUJHB017957	325	1142	162	718	223	377	651	168	274	615	924	649
CQUJHB001670	13	0	2	13	14	0	0	0	3	4	3	7
CQUJHB006336	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005281	0	0	0	0	0	0	0	1	0	0	0	0
CQUJHB018357	1415	1436	515	1630	1069	697	1074	441	389	841	1203	878
CQUJHB001262	239	176	18	82	55	109	86	41	61	106	151	86
CQUJHB001679	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009416	1977	2259	282	924	1025	1176	609	199	284	559	3182	1133
CQUJHB007491	0	0	0	0	0	0	0	0	0	0	4	0
CQUJHB018361	2875	3590	2503	3660	2571	2020	2873	1717	1428	3179	2370	4185
CQUJHB002537	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009581	1	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003491	9	0	20	20	2	14	12	13	14	9	5	14
CQUJHB007108	14	0	0	0	0	6	5	0	1	0	1	0
CQUJHB009605	6	0	0	0	16	0	3	4	0	0	0	0
CQUJHB014496	4	0	0	1	0	7	0	4	0	0	0	3
CQUJHB017089	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010419	0	0	6	3	0	0	0	11	0	2	4	7
CQUJHB017558	1	11	1	0	0	0	0	2	0	0	0	4
CQUJHB010811	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012012	572	659	292	535	414	316	543	204	192	711	344	437
CQUJHB013169	15830	17846	4264	9438	8502	9113	9545	2806	2445	6621	27748	13206
CQUJHB005210	13	15	1	2	7	0	24	0	7	0	19	13
CQUJHB002304	73123	61011	36530	67982	78746	48545	82424	29047	18674	40084	76399	55156
CQUJHB007043	17	26	7	7	12	7	8	6	7	12	21	5
CQUJHB016418	141	92	39	85	57	64	112	37	53	92	116	77
CQUJHB012096	659	811	199	543	368	218	521	170	188	443	382	348
CQUJHB005361	9	14	3	5	4	17	0	1	0	0	10	21
CQUJHB000088	9	11	2	11	18	40	7	4	1	38	17	89
CQUJHB015320	114	101	7	35	52	77	65	18	18	35	29	22
CQUJHB010123	43	120	84	98	134	44	139	69	43	129	40	68
CQUJHB012157	13	43	3	27	38	0	1	5	2	13	7	30
CQUJHB017877	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001363	955	915	699	1054	866	435	759	559	528	991	655	673
CQUJHB002219	472	322	147	281	174	157	208	86	91	174	376	291
CQUJHB015743	70	108	24	31	20	24	36	21	19	23	131	79
CQUJHB001034	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009424	21	3	1	3	4	4	2	1	0	8	2	19
CQUJHB011773	27	22	3	11	9	0	14	7	5	24	19	1
CQUJHB003500	214	453	94	284	184	98	241	96	72	99	181	188
CQUJHB002773	47	22	16	23	0	35	15	3	19	10	22	48
CQUJHB009745	0	0	2	5	2	0	8	0	0	0	0	7
CQUJHB007055	25	0	3	2	7	4	12	1	0	0	25	19
CQUJHB003458	22	36	23	5	39	6	8	7	0	17	4	21
CQUJHB008191	0	0	0	0	6	0	0	0	3	0	0	0
CQUJHB010976	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008881	80	61	35	100	86	96	121	28	23	26	53	35
CQUJHB012439	56	46	22	32	45	22	33	28	10	33	84	37
CQUJHB013571	45	20	2	21	5	10	9	10	3	19	31	41
CQUJHB011506	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014682	4	0	3	6	6	5	4	0	0	13	14	10
CQUJHB004629	34	6	3	14	26	33	10	5	1	8	11	3
CQUJHB006380	2	5	2	10	3	0	0	2	0	12	0	2
CQUJHB012336	486	483	171	318	257	228	317	103	118	160	512	385
CQUJHB017434	105	113	35	77	46	57	65	14	14	53	165	92
CQUJHB005969	23	31	8	40	21	32	19	6	12	30	37	39
CQUJHB013262	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001867	739	1011	209	738	441	360	553	150	137	863	725	498
CQUJHB016906	36	10	10	1	0	9	3	7	9	6	11	0
CQUJHB010282	245	249	114	208	141	75	151	98	119	151	275	182
CQUJHB016296	80	43	15	16	33	8	53	24	53	34	66	45
CQUJHB015407	3512	2160	1927	3180	2135	1280	2943	1291	1079	2205	1912	2040
CQUJHB013610	4	4	1	0	0	3	0	0	0	0	0	1
CQUJHB010643	0	10	2	0	0	0	0	0	0	0	2	11
CQUJHB001354	118	132	79	135	179	142	168	39	56	111	168	110
CQUJHB011474	39	23	18	36	13	0	35	13	19	7	30	29
CQUJHB018339	333	223	47	199	107	101	128	58	55	67	251	111
CQUJHB012209	171	189	29	141	75	100	88	42	32	64	225	69
CQUJHB006884	141	164	58	177	75	168	40	26	17	66	146	135
CQUJHB013179	55	19	12	30	28	0	12	5	20	3	37	66
CQUJHB003774	3394	3219	1288	3796	2274	2203	2883	1321	1425	2451	2419	2344
CQUJHB011230	26	15	0	0	0	0	2	4	3	0	18	9
CQUJHB002601	2	0	0	0	0	0	0	0	0	0	1	28
CQUJHB013564	63	32	9	33	44	33	21	12	1	9	39	26
CQUJHB005040	229	183	69	136	110	109	96	40	48	39	183	199
CQUJHB005424	88	73	33	39	30	42	37	16	13	34	69	78
CQUJHB013687	141	51	20	69	59	48	47	9	22	37	88	94
CQUJHB004605	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013905	0	0	0	0	0	0	1	0	0	0	0	0
CQUJHB000401	2142	2030	908	1825	1392	1272	1438	623	736	1162	2313	1674
CQUJHB013685	30	31	5	19	4	1	6	2	3	16	45	11
CQUJHB007033	309	402	147	330	210	199	177	86	66	174	340	316
CQUJHB016537	1168	1037	698	1007	683	719	1017	531	425	1132	702	832
CQUJHB014499	19	14	0	2	0	8	13	1	7	7	10	15
CQUJHB009452	15	5	0	3	0	1	0	0	0	0	13	4
CQUJHB009869	307	213	74	181	127	151	165	62	53	127	295	246
CQUJHB012116	0	0	3	5	0	0	0	0	0	0	0	0
CQUJHB013062	67	59	25	40	31	47	40	6	8	19	62	37
CQUJHB005764	235	284	63	112	183	83	88	26	42	58	168	161
CQUJHB013493	505	411	742	604	1395	338	496	817	783	700	312	411
CQUJHB001365	33	42	22	15	24	39	39	17	18	33	10	33
CQUJHB002036	270	74	15	21	73	58	128	3	35	48	177	100
CQUJHB008101	0	0	0	0	1	0	0	0	2	0	0	5
CQUJHB002181	0	0	1	0	4	0	0	0	0	0	0	0
CQUJHB001704	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB005491	9	0	0	2	0	0	0	0	0	7	3	4
CQUJHB003626	0	6	0	6	5	0	1	3	0	0	2	8
CQUJHB005243	46	77	32	106	39	23	65	34	21	38	70	32
CQUJHB013915	1334	853	1435	1389	1599	1052	1547	783	559	1147	1001	1158
CQUJHB005433	236	166	293	252	183	128	249	160	115	186	128	150
CQUJHB005067	23	38	58	24	22	0	16	4	4	5	77	44
CQUJHB013595	0	11	6	0	0	0	0	0	1	2	2	3
CQUJHB007991	76	18	36	57	25	29	40	33	21	51	47	67
CQUJHB008876	21	33	20	26	16	11	40	13	14	32	25	13
CQUJHB016849	11	0	9	3	0	0	0	0	0	0	4	1
CQUJHB004919	3109	4639	2752	4958	3430	2723	3530	1301	919	3313	4233	4510
CQUJHB013208	0	0	3	0	0	0	0	1	0	0	4	5
CQUJHB011475	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014947	40	18	0	34	4	0	10	11	5	23	10	16
CQUJHB012186	6	0	6	0	0	0	0	1	3	5	0	0
CQUJHB006436	0	1	2	3	0	0	0	0	0	0	0	5
CQUJHB008338	1	0	1	0	2	0	0	0	0	0	0	0
CQUJHB006823	4	0	2	2	0	0	3	2	0	2	0	8
CQUJHB013255	2802	4377	2212	4033	4408	2425	3055	2019	2008	3017	2360	2936
CQUJHB016986	0	0	4	15	5	2	5	4	3	8	2	5
CQUJHB010674	0	0	0	0	0	0	0	1	0	0	0	0
CQUJHB013376	17	42	73	80	54	30	12	20	41	45	69	40
CQUJHB010108	0	0	0	0	0	0	0	0	0	0	3	0
CQUJHB013349	56	99	20	80	46	29	45	9	11	39	74	51
CQUJHB005987	4	5	3	0	0	0	5	2	1	2	0	2
CQUJHB017274	76	308	57	168	124	99	94	41	40	100	131	214
CQUJHB012354	680	1014	371	921	567	264	513	307	231	986	462	508
CQUJHB014199	392	204	39	273	324	95	182	111	108	211	274	230
CQUJHB001977	42	26	21	47	11	5	24	2	13	12	60	39
CQUJHB014367	119	173	27	112	56	68	77	19	18	44	131	65
CQUJHB003378	177	143	81	144	136	99	99	58	60	100	126	193
CQUJHB001189	95	70	25	78	49	26	45	28	24	82	102	74
CQUJHB010009	244	256	187	306	251	84	211	158	178	149	153	202
CQUJHB012112	589	927	374	861	537	330	649	322	329	716	363	429
CQUJHB015371	337	226	86	171	106	90	149	57	63	144	266	206
CQUJHB015437	919	977	332	768	453	422	580	264	278	386	801	606
CQUJHB003585	11	31	24	33	0	12	20	4	13	4	23	14
CQUJHB017977	78	65	29	74	37	30	39	30	33	28	54	68
CQUJHB014018	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003025	46	106	5	111	81	80	42	14	12	8	25	8
CQUJHB003886	418	494	279	803	393	353	423	182	204	439	394	390
CQUJHB003997	96	48	135	114	57	100	203	86	71	183	101	106
CQUJHB000329	99	208	31	172	158	185	82	15	28	86	200	167
CQUJHB012108	442	559	123	347	248	203	355	161	115	256	440	310
CQUJHB001544	216	243	45	194	127	108	134	24	39	269	256	149
CQUJHB008891	122	62	16	43	19	30	78	11	18	26	88	35
CQUJHB016547	1215	1672	667	1459	1080	955	1134	590	604	1037	1805	1788
CQUJHB003955	324	754	241	559	446	373	409	277	185	517	243	406
CQUJHB013298	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012089	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006435	1	13	0	0	0	5	0	0	0	0	2	0
CQUJHB005046	306	325	196	249	265	185	258	153	171	231	161	186
CQUJHB009372	749	545	315	572	367	363	473	228	250	289	797	792
CQUJHB007660	9	0	10	10	9	0	4	4	7	3	11	0
CQUJHB012064	0	0	0	0	0	0	0	0	0	0	0	1
CQUJHB003304	9	0	0	0	6	0	0	0	0	0	0	0
CQUJHB016395	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011124	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002840	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001103	54	28	30	24	31	40	44	25	29	61	26	56
CQUJHB009565	17	0	8	3	6	16	6	1	6	5	21	15
CQUJHB010848	220	163	41	105	67	59	84	37	19	36	201	101
CQUJHB002433	125	78	11	85	24	30	76	34	16	26	43	98
CQUJHB010329	1680	1683	447	1150	660	788	758	435	302	916	1298	853
CQUJHB007988	379	324	80	227	88	147	173	88	54	116	254	175
CQUJHB015394	5	5	0	0	0	0	7	1	1	1	5	0
CQUJHB013292	3	1	0	0	0	1	0	0	0	0	1	2
CQUJHB011445	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013543	3	1	0	0	0	0	0	0	0	0	0	0
CQUJHB011648	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006639	674	2703	492	1404	985	744	1270	413	360	1142	609	1201
CQUJHB016936	0	0	0	0	0	0	0	0	0	1	2	0
CQUJHB003062	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013820	9	10	3	12	0	28	5	0	0	6	10	23
CQUJHB011771	0	0	0	0	0	0	0	0	0	8	0	0
CQUJHB002387	1	0	0	0	1	0	2	2	0	0	0	0
CQUJHB014272	6	8	5	1	4	0	6	0	1	0	1	0
CQUJHB006396	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006761	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008173	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013626	0	0	3	0	0	0	0	0	0	3	0	0
CQUJHB003882	89	59	41	51	59	25	65	11	0	92	47	29
CQUJHB008809	9	11	1	2	0	0	0	0	0	0	0	7
CQUJHB003812	2	4	3	0	10	13	1	4	0	3	0	0
CQUJHB011876	36	5	6	25	24	23	25	8	9	8	8	5
CQUJHB001865	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005697	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015350	58	162	41	82	90	26	125	35	1	126	45	35
CQUJHB014616	105	266	42	101	39	53	49	10	9	200	99	63
CQUJHB007653	3	5	6	0	0	0	0	0	0	0	0	2
CQUJHB012763	112	86	15	67	55	28	44	9	20	33	109	65
CQUJHB017376	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017576	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009218	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016271	0	0	0	0	11	0	0	0	0	4	0	0
CQUJHB017863	4	0	2	13	0	4	0	0	2	5	3	1
CQUJHB006028	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016658	81	63	57	66	79	38	90	83	64	54	43	68
CQUJHB002042	0	0	6	0	6	2	2	0	2	0	0	0
CQUJHB003469	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006181	254	164	80	147	111	88	89	42	51	94	200	109
CQUJHB000875	112	96	28	58	36	57	46	26	25	57	88	66
CQUJHB017475	989	1356	940	1502	1015	756	1182	582	605	1421	730	861
CQUJHB009898	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004297	3480	3293	1678	2696	2220	2048	2420	1474	1284	1922	1947	3448
CQUJHB010095	2	0	0	0	0	0	4	0	5	0	0	0
CQUJHB014293	24	4	6	13	7	4	6	4	3	0	10	24
CQUJHB004552	0	0	0	3	0	0	0	0	0	0	0	2
CQUJHB003359	43	23	13	28	34	30	14	22	8	7	42	44
CQUJHB001440	15	28	9	16	13	9	27	4	4	6	66	19
CQUJHB009386	25	7	19	18	16	10	0	1	10	12	15	20
CQUJHB009760	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000631	35	45	9	31	22	61	10	4	10	17	35	44
CQUJHB010438	15	18	3	6	0	10	13	5	3	0	35	5
CQUJHB017024	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011199	660	546	277	414	292	440	592	193	152	330	383	482
CQUJHB014620	1	0	0	0	0	0	2	0	0	0	0	0
CQUJHB003524	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012335	0	0	0	0	0	0	0	0	2	0	0	0
CQUJHB016804	18	14	2	9	8	0	5	3	1	7	6	1
CQUJHB018059	170	169	43	92	60	97	84	30	45	70	192	111
CQUJHB007471	1	7	9	10	0	4	9	2	6	2	21	38
CQUJHB000801	268	441	173	352	386	99	228	55	50	157	317	418
CQUJHB000913	1246	1320	865	1171	1047	758	1359	519	524	907	730	1082
CQUJHB016372	178	131	92	86	87	68	144	61	76	70	66	74
CQUJHB007646	1885	2897	1546	3291	2905	1068	1980	1211	961	3290	1210	1471
CQUJHB015444	1635	2408	2188	3010	2915	1606	2324	1905	1616	2945	1455	1718
CQUJHB009089	139	82	12	13	51	15	32	4	21	15	179	72
CQUJHB014636	113	116	45	150	60	79	73	83	54	83	149	156
CQUJHB005629	197	192	51	123	69	73	86	35	28	84	110	95
CQUJHB005482	42	10	2	14	1	15	8	2	3	22	26	1
CQUJHB000095	2633	3707	1520	2511	1728	1460	3035	1011	1156	2612	1862	1635
CQUJHB008576	987	1612	246	323	369	461	548	133	151	177	1923	569
CQUJHB010800	1336	2011	1288	1913	1341	1064	1494	1005	1004	2016	1894	1165
CQUJHB008478	0	9	1	5	6	0	8	0	1	13	0	4
CQUJHB009509	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007651	0	0	0	0	0	0	0	4	0	0	0	0
CQUJHB013123	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018156	0	0	0	0	0	0	0	0	0	0	0	4
CQUJHB015419	0	0	0	2	0	0	0	0	0	0	0	0
CQUJHB008020	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014670	0	0	0	0	0	0	1	0	0	0	0	0
CQUJHB007578	3	7	1	12	13	0	3	1	2	0	50	10
CQUJHB001693	0	0	2	0	0	0	0	0	0	0	0	0
CQUJHB010272	8	0	3	6	5	9	4	0	0	0	10	7
CQUJHB013181	403	67	78	109	35	76	87	38	42	93	86	117
CQUJHB000173	1108	1034	510	820	1056	500	795	504	498	751	685	745
CQUJHB010161	1067	1469	465	974	646	688	898	305	409	1072	1112	1499
CQUJHB000111	129	200	129	164	114	93	92	92	108	128	126	84
CQUJHB011156	183	111	70	128	84	67	136	41	37	61	142	125
CQUJHB004359	41	20	14	25	11	25	46	9	25	16	65	63
CQUJHB011769	5	31	3	17	6	16	8	1	3	8	6	13
CQUJHB010938	584	604	439	564	473	359	509	320	229	430	428	596
CQUJHB011459	907	458	367	1203	589	1000	725	765	857	611	554	685
CQUJHB001830	5	11	0	6	1	0	2	0	0	8	2	10
CQUJHB000880	7	0	0	3	0	0	5	0	0	5	3	0
CQUJHB017791	715	548	333	495	422	235	452	207	171	469	625	419
CQUJHB018298	7	0	1	4	6	0	0	0	0	0	1	7
CQUJHB007549	40	2	4	22	18	12	39	7	1	11	36	28
CQUJHB014304	11	5	2	5	0	0	8	4	7	4	17	0
CQUJHB016969	403	194	80	148	83	60	104	69	65	111	155	236
CQUJHB012006	32	14	6	32	17	2	27	7	8	1	42	26
CQUJHB009474	3561	4318	1441	3303	2688	2278	2264	810	742	2489	3188	3236
CQUJHB014420	556	434	372	554	463	284	628	262	287	441	322	496
CQUJHB001333	343	312	202	402	200	260	198	154	153	284	279	195
CQUJHB014755	1479	1191	399	893	705	696	850	395	449	505	1391	947
CQUJHB006425	1420	2051	593	1058	648	823	1023	477	522	639	730	1242
CQUJHB011858	212	222	34	198	183	93	104	31	18	112	240	126
CQUJHB002498	14	7	37	11	44	33	24	5	11	11	4	8
CQUJHB004225	25	31	8	12	2	11	15	4	5	15	20	26
CQUJHB005776	34	13	13	4	29	19	7	1	2	0	16	5
CQUJHB003876	179	309	165	182	216	173	126	63	88	241	250	263
CQUJHB016458	4	12	6	10	5	3	5	0	4	17	22	3
CQUJHB016003	1	7	1	7	3	0	0	0	0	0	0	0
CQUJHB016868	0	0	2	3	0	0	7	5	1	6	1	14
CQUJHB003841	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB012192	146	177	129	177	112	91	102	123	123	149	87	140
CQUJHB008239	247	557	202	251	291	250	217	116	74	305	193	369
CQUJHB016727	16	5	2	16	6	17	3	2	0	0	7	19
CQUJHB010070	238	183	89	167	110	100	105	33	41	98	341	352
CQUJHB010994	144	295	55	125	128	100	105	62	51	127	153	166
CQUJHB011476	50	7	5	18	1	3	6	4	5	1	7	5
CQUJHB010988	1	0	3	1	7	0	6	5	0	0	8	0
CQUJHB006740	21	28	7	3	25	8	27	0	15	7	19	3
CQUJHB009123	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001863	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014440	7	2	5	0	0	0	0	0	0	0	3	0
CQUJHB003254	0	0	0	0	0	0	0	0	0	0	2	0
CQUJHB010171	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010518	33	31	8	12	16	21	29	6	4	13	22	16
CQUJHB004582	41	19	6	0	4	9	8	0	2	2	7	8
CQUJHB016591	114	43	24	66	13	27	28	3	16	40	47	35
CQUJHB012801	1577	1752	1256	2097	1613	867	1471	813	712	1917	1121	1411
CQUJHB004337	263	235	304	361	186	218	445	135	98	190	266	269
CQUJHB009848	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005904	100	166	94	199	135	62	102	32	51	150	155	159
CQUJHB018038	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014613	34	6	0	27	38	13	10	2	11	7	31	5
CQUJHB009634	456	339	396	518	420	227	578	253	221	300	499	593
CQUJHB001409	393	187	312	367	307	281	409	197	174	295	279	295
CQUJHB006626	99	94	93	121	140	90	107	58	39	57	51	94
CQUJHB016486	82	125	52	169	151	103	83	61	63	98	65	80
CQUJHB006071	415	156	14	16	98	18	40	10	1	22	11	22
CQUJHB005418	493	756	343	609	393	399	493	223	175	402	490	515
CQUJHB009454	73	40	27	26	0	14	49	9	7	52	22	57
CQUJHB003947	532	904	619	1013	986	499	815	475	317	804	269	669
CQUJHB004261	4	0	0	2	0	0	0	0	0	0	0	0
CQUJHB002138	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018478	0	0	0	0	0	0	0	0	0	2	0	0
CQUJHB011508	3	0	0	0	0	0	0	0	0	0	2	8
CQUJHB011913	1	4	1	1	0	0	15	1	0	4	2	0
CQUJHB011073	13	13	3	2	11	0	12	2	6	7	0	10
CQUJHB017852	103	53	26	97	28	24	9	34	10	21	74	34
CQUJHB005932	2	0	0	1	6	0	4	0	0	5	0	3
CQUJHB006980	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003996	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002472	239	153	32	149	58	148	71	52	28	58	370	126
CQUJHB017516	1441	1056	262	677	436	690	667	252	242	579	1641	656
CQUJHB003229	74	130	8	44	181	6	24	9	3	391	16	66
CQUJHB006519	50	65	12	41	29	13	10	5	6	13	40	8
CQUJHB016348	6	0	3	3	14	0	0	1	0	12	0	6
CQUJHB002891	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007004	12	32	6	15	17	19	6	4	11	4	9	30
CQUJHB004102	104	226	84	179	157	93	137	66	57	320	126	145
CQUJHB005582	25	42	57	36	72	29	50	27	12	104	151	242
CQUJHB015410	6627	4870	3967	6324	3285	4328	4922	2905	2322	5478	3906	5269
CQUJHB017902	189	384	179	276	218	120	272	162	127	222	198	291
CQUJHB004206	959	1553	828	1818	1183	823	1210	632	305	1062	684	1058
CQUJHB010523	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010003	3	5	0	1	0	0	0	0	2	0	0	0
CQUJHB010060	999	641	834	1234	553	630	820	346	209	680	873	898
CQUJHB003201	37	104	34	120	86	109	77	9	6	59	140	80
CQUJHB008872	31	68	46	164	47	43	31	20	8	33	78	62
CQUJHB010632	0	0	0	0	0	0	0	3	0	0	14	2
CQUJHB018168	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000754	5	4	0	6	0	3	2	0	0	0	3	0
CQUJHB004273	347	64	40	86	55	104	140	41	66	76	131	34
CQUJHB015200	2	13	3	3	0	5	9	3	5	1	5	13
CQUJHB006904	287	231	181	229	500	147	183	232	264	135	224	231
CQUJHB014385	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018142	1	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015751	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002027	28	56	7	24	5	32	20	4	11	2	57	33
CQUJHB017540	386	394	112	250	215	174	215	115	86	124	542	329
CQUJHB002334	189	315	114	240	167	99	177	101	50	77	218	256
CQUJHB003344	103	69	11	41	23	18	41	10	7	5	63	32
CQUJHB010611	23	20	7	15	18	28	27	6	11	0	11	3
CQUJHB010220	217	134	58	132	77	78	118	37	45	73	168	161
CQUJHB017824	73	85	23	45	39	45	54	11	30	20	78	65
CQUJHB007541	0	15	2	9	9	2	0	0	0	6	0	0
CQUJHB013958	1506	765	840	1185	1171	1139	1667	533	536	780	931	1000
CQUJHB017562	275	180	98	220	201	150	103	65	118	85	244	250
