"";"stage";"sample_type";"treatment";"exposition";"run";"stage_exp";"se.chao1";"SR";"SampleID";"alpha_type";"alpha_diversity"
"195";"female";"female_midgut";"60";"exposed";"run2";"EXP_femaleMID";15,106889522891;91;"PE60_rep2";"core_abundance";0,99065021172997
"196";"female";"female_midgut";"60";"exposed";"run2";"EXP_femaleMID";14,3135824576053;89;"PE60_rep3";"Chao1";118
"197";"female";"female_midgut";"60";"exposed";"run2";"EXP_femaleMID";14,3135824576053;89;"PE60_rep3";"alpha_shannon";0,211671710250049
"198";"female";"female_midgut";"60";"exposed";"run2";"EXP_femaleMID";14,3135824576053;89;"PE60_rep3";"alpha_simpson";0,0622240101565241
"199";"female";"female_midgut";"60";"exposed";"run2";"EXP_femaleMID";14,3135824576053;89;"PE60_rep3";"PD";13,870543029
"200";"female";"female_midgut";"60";"exposed";"run2";"EXP_femaleMID";14,3135824576053;89;"PE60_rep3";"core_abundance";0,968221029852074
"201";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";8,64571099900191;89;"PE600_rep1";"Chao1";103,615384615385
"202";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";8,64571099900191;89;"PE600_rep1";"alpha_shannon";0,831820734242606
"203";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";8,64571099900191;89;"PE600_rep1";"alpha_simpson";0,253165118534955
"204";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";8,64571099900191;89;"PE600_rep1";"PD";13,096654727
"205";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";8,64571099900191;89;"PE600_rep1";"core_abundance";0,863040734366036
"206";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";17,932692156054;82;"PE600_rep10";"Chao1";110,5
"207";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";17,932692156054;82;"PE600_rep10";"alpha_shannon";0,300018845150487
"208";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";17,932692156054;82;"PE600_rep10";"alpha_simpson";0,0760516523242979
"209";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";17,932692156054;82;"PE600_rep10";"PD";11,872792902
"210";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";17,932692156054;82;"PE600_rep10";"core_abundance";0,961179130583166
"211";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";13,0134900879637;104;"PE600_rep2";"Chao1";129
"212";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";13,0134900879637;104;"PE600_rep2";"alpha_shannon";0,130349205891014
"213";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";13,0134900879637;104;"PE600_rep2";"alpha_simpson";0,0279345991892274
"214";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";13,0134900879637;104;"PE600_rep2";"PD";13,94859284
"215";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";13,0134900879637;104;"PE600_rep2";"core_abundance";0,985931041250138
"216";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";12,6798320403925;112;"PE600_rep3";"Chao1";140,05
"217";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";12,6798320403925;112;"PE600_rep3";"alpha_shannon";0,319886385763341
"218";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";12,6798320403925;112;"PE600_rep3";"alpha_simpson";0,106689662830214
"219";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";12,6798320403925;112;"PE600_rep3";"PD";19,683683986
"220";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";12,6798320403925;112;"PE600_rep3";"core_abundance";0,944583660727559
"221";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";11,6342868755728;123;"PE600_rep4";"Chao1";147,166666666667
"222";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";11,6342868755728;123;"PE600_rep4";"alpha_shannon";0,85244181445325
"223";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";11,6342868755728;123;"PE600_rep4";"alpha_simpson";0,44327908925909
"224";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";11,6342868755728;123;"PE600_rep4";"PD";8,7690997275
"225";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";11,6342868755728;123;"PE600_rep4";"core_abundance";0,699409106708377
"226";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";21,8490763203171;107;"PE600_rep5";"Chao1";149
"227";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";21,8490763203171;107;"PE600_rep5";"alpha_shannon";0,766833106327612
"228";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";21,8490763203171;107;"PE600_rep5";"alpha_simpson";0,341573657849746
"229";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";21,8490763203171;107;"PE600_rep5";"PD";16,7835458675
"230";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";21,8490763203171;107;"PE600_rep5";"core_abundance";0,163420427553444
"231";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";10,4796426645486;99;"PE600_rep6";"Chao1";119,647058823529
"232";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";10,4796426645486;99;"PE600_rep6";"alpha_shannon";0,207171759164548
"233";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";10,4796426645486;99;"PE600_rep6";"alpha_simpson";0,0534340900970869
"234";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";10,4796426645486;99;"PE600_rep6";"PD";7,8352679675
"235";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";10,4796426645486;99;"PE600_rep6";"core_abundance";0,97287270251872
"236";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";19,1232072029339;117;"PE600_rep7";"Chao1";160,9375
"237";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";19,1232072029339;117;"PE600_rep7";"alpha_shannon";0,144222689362552
"238";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";19,1232072029339;117;"PE600_rep7";"alpha_simpson";0,030973117670115
"239";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";19,1232072029339;117;"PE600_rep7";"PD";25,172070265
"240";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";19,1232072029339;117;"PE600_rep7";"core_abundance";0,984388612539696
"241";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";10,2152483511858;58;"PE600_rep8";"Chao1";71,2
"242";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";10,2152483511858;58;"PE600_rep8";"alpha_shannon";0,954716953713285
"243";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";10,2152483511858;58;"PE600_rep8";"alpha_simpson";0,410329925277132
"244";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";10,2152483511858;58;"PE600_rep8";"PD";13,071819254
"245";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";10,2152483511858;58;"PE600_rep8";"core_abundance";0,00161523777558683
"246";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";14,0458562108604;84;"PE600_rep9";"Chao1";113
"247";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";14,0458562108604;84;"PE600_rep9";"alpha_shannon";0,0618889252780484
"248";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";14,0458562108604;84;"PE600_rep9";"alpha_simpson";0,0129560689315106
"249";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";14,0458562108604;84;"PE600_rep9";"PD";21,58630285
"250";"female";"female_midgut";"600";"exposed";"run2";"EXP_femaleMID";14,0458562108604;84;"PE600_rep9";"core_abundance";0,993499550955823
"251";"female";"female_whole";"600";"exposed";"run1";"EXP_female";43,0386016564979;142;"PE600F_rep1";"Chao1";260,1875
"252";"female";"female_whole";"600";"exposed";"run1";"EXP_female";43,0386016564979;142;"PE600F_rep1";"alpha_shannon";0,902984714631717
"253";"female";"female_whole";"600";"exposed";"run1";"EXP_female";43,0386016564979;142;"PE600F_rep1";"alpha_simpson";0,393558641840166
"254";"female";"female_whole";"600";"exposed";"run1";"EXP_female";43,0386016564979;142;"PE600F_rep1";"PD";11,532137839
"255";"female";"female_whole";"600";"exposed";"run1";"EXP_female";43,0386016564979;142;"PE600F_rep1";"core_abundance";0,766002035806239
"256";"female";"female_whole";"600";"exposed";"run1";"EXP_female";16,8508257573644;112;"PE600F_rep2";"Chao1";151,055555555556
"257";"female";"female_whole";"600";"exposed";"run1";"EXP_female";16,8508257573644;112;"PE600F_rep2";"alpha_shannon";0,99054833186908
"258";"female";"female_whole";"600";"exposed";"run1";"EXP_female";16,8508257573644;112;"PE600F_rep2";"alpha_simpson";0,550110315435883
"259";"female";"female_whole";"600";"exposed";"run1";"EXP_female";16,8508257573644;112;"PE600F_rep2";"PD";11,696043356
"260";"female";"female_whole";"600";"exposed";"run1";"EXP_female";16,8508257573644;112;"PE600F_rep2";"core_abundance";0,452163411048099
"261";"female";"female_whole";"600";"exposed";"run1";"EXP_female";26,1663147255173;101;"PE600F_rep3";"Chao1";161
"262";"female";"female_whole";"600";"exposed";"run1";"EXP_female";26,1663147255173;101;"PE600F_rep3";"alpha_shannon";0,243397173598496
"263";"female";"female_whole";"600";"exposed";"run1";"EXP_female";26,1663147255173;101;"PE600F_rep3";"alpha_simpson";0,0629973987624832
"264";"female";"female_whole";"600";"exposed";"run1";"EXP_female";26,1663147255173;101;"PE600F_rep3";"PD";15,060671346
"265";"female";"female_whole";"600";"exposed";"run1";"EXP_female";26,1663147255173;101;"PE600F_rep3";"core_abundance";0,967942660509565
"266";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";26,2763240994772;289;"PE600L_rep1";"Chao1";373,40625
"267";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";26,2763240994772;289;"PE600L_rep1";"alpha_shannon";1,82970589828452
"268";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";26,2763240994772;289;"PE600L_rep1";"alpha_simpson";0,583535076588153
"269";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";26,2763240994772;289;"PE600L_rep1";"PD";7,0722572045
"270";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";26,2763240994772;289;"PE600L_rep1";"core_abundance";0,0029247044181705
"271";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";25,4189399927181;364;"PE600L_rep2";"Chao1";461,188679245283
"272";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";25,4189399927181;364;"PE600L_rep2";"alpha_shannon";2,0128841914453
"273";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";25,4189399927181;364;"PE600L_rep2";"alpha_simpson";0,682103555286523
"274";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";25,4189399927181;364;"PE600L_rep2";"PD";7,4283314375
"275";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";25,4189399927181;364;"PE600L_rep2";"core_abundance";0,00376283198772513
"276";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";39,1681906092425;399;"PE600L_rep3";"Chao1";560,458333333333
"277";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";39,1681906092425;399;"PE600L_rep3";"alpha_shannon";3,00276432368235
"278";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";39,1681906092425;399;"PE600L_rep3";"alpha_simpson";0,870674133683573
"279";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";39,1681906092425;399;"PE600L_rep3";"PD";7,3609665255
"280";"larvae";"larvae_whole";"600";"exposed";"run1";"EXP_larvae";39,1681906092425;399;"PE600L_rep3";"core_abundance";0,000609446419502285
"281";"female";"female_whole";"60";"exposed";"run1";"EXP_female";17,4868899906519;210;"PE60F_rep1";"Chao1";262,783783783784
"282";"female";"female_whole";"60";"exposed";"run1";"EXP_female";17,4868899906519;210;"PE60F_rep1";"alpha_shannon";1,44834917865558
"283";"female";"female_whole";"60";"exposed";"run1";"EXP_female";17,4868899906519;210;"PE60F_rep1";"alpha_simpson";0,652158302038976
"284";"female";"female_whole";"60";"exposed";"run1";"EXP_female";17,4868899906519;210;"PE60F_rep1";"PD";5,7893738795
"285";"female";"female_whole";"60";"exposed";"run1";"EXP_female";17,4868899906519;210;"PE60F_rep1";"core_abundance";0,434705503009458
"286";"female";"female_whole";"60";"exposed";"run1";"EXP_female";18,6739663267328;119;"PE60F_rep2";"Chao1";162,588235294118
"287";"female";"female_whole";"60";"exposed";"run1";"EXP_female";18,6739663267328;119;"PE60F_rep2";"alpha_shannon";1,26224870439078
"288";"female";"female_whole";"60";"exposed";"run1";"EXP_female";18,6739663267328;119;"PE60F_rep2";"alpha_simpson";0,621872665951643
"289";"female";"female_whole";"60";"exposed";"run1";"EXP_female";18,6739663267328;119;"PE60F_rep2";"PD";12,867513804
"290";"female";"female_whole";"60";"exposed";"run1";"EXP_female";18,6739663267328;119;"PE60F_rep2";"core_abundance";0,539268910604416
"291";"female";"female_whole";"60";"exposed";"run1";"EXP_female";21,7851668768137;77;"PE60F_rep3";"Chao1";120,5
"292";"female";"female_whole";"60";"exposed";"run1";"EXP_female";21,7851668768137;77;"PE60F_rep3";"alpha_shannon";0,149625063838663
"293";"female";"female_whole";"60";"exposed";"run1";"EXP_female";21,7851668768137;77;"PE60F_rep3";"alpha_simpson";0,0371483268394472
"294";"female";"female_whole";"60";"exposed";"run1";"EXP_female";21,7851668768137;77;"PE60F_rep3";"PD";11,221737918
"295";"female";"female_whole";"60";"exposed";"run1";"EXP_female";21,7851668768137;77;"PE60F_rep3";"core_abundance";0,981230232116006
"296";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";28,6526543218338;436;"PE60L_rep1";"Chao1";553
"297";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";28,6526543218338;436;"PE60L_rep1";"alpha_shannon";2,1808517802749
"298";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";28,6526543218338;436;"PE60L_rep1";"alpha_simpson";0,722054657446748
"299";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";28,6526543218338;436;"PE60L_rep1";"PD";7,6681817115
"300";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";28,6526543218338;436;"PE60L_rep1";"core_abundance";0,0140692314644654
"301";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";19,5787646089262;418;"PE60L_rep2";"Chao1";486,352941176471
"302";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";19,5787646089262;418;"PE60L_rep2";"alpha_shannon";2,17808908298812
"303";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";19,5787646089262;418;"PE60L_rep2";"alpha_simpson";0,737813647694137
"304";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";19,5787646089262;418;"PE60L_rep2";"PD";7,6455360105
"305";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";19,5787646089262;418;"PE60L_rep2";"core_abundance";5,53786515298352e-05
"306";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";34,6325410556394;359;"PE60L_rep3";"Chao1";489,634146341463
"307";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";34,6325410556394;359;"PE60L_rep3";"alpha_shannon";3,06935855585295
"308";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";34,6325410556394;359;"PE60L_rep3";"alpha_simpson";0,891261180740959
"309";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";34,6325410556394;359;"PE60L_rep3";"PD";8,3399030415
"310";"larvae";"larvae_whole";"60";"exposed";"run1";"EXP_larvae";34,6325410556394;359;"PE60L_rep3";"core_abundance";4,78102887741442e-05
"311";"standard";"";"";"";"run2";"";0;65;"standard_run2";"Chao1";65
"312";"standard";"";"";"";"run2";"";0;65;"standard_run2";"alpha_shannon";2,58873658102342
"313";"standard";"";"";"";"run2";"";0;65;"standard_run2";"alpha_simpson";0,85829561350616
"314";"standard";"";"";"";"run2";"";0;65;"standard_run2";"PD";2,2504266005
"315";"standard";"";"";"";"run2";"";0;65;"standard_run2";"core_abundance";0
